500,320
500,324
500,325
500,469
500,414
500,5876
500,5897
500,5906
500,5912
500,5918
500,5924
500,5926
500,5928
500,5898
500,5914
500,5921
500,6035
500,6036
500,6038
500,6042
500,6043
500,6048
500,6069
500,6080
500,6107
500,6108
500,6109
500,6037
500,6045
500,6049
500,6065
500,6073
500,6101
500,313
500,318
500,330
500,332
500,334
500,336
500,339
500,360
500,363
500,366
500,982
500,314
500,328
500,329
500,333
500,335
500,361
500,458
500,460
500,461
500,465
500,468
500,470
500,473
500,491
500,492
500,495
500,502
500,515
500,463
500,464
500,466
500,467
500,471
500,476
500,477
500,478
500,482
500,523
500,525
500,484
500,397
500,403
500,409
500,411
500,418
500,420
500,442
500,389
500,405
500,406
500,532
500,533
500,535
500,539
500,540
500,541
500,545
500,548
500,566
500,577
500,604
500,605
500,607
500,534
500,542
500,546
500,550
500,552
500,596
500,598
500,374
500,1066
500,1076
500,1103
500,1110
500,1133
500,6005
500,6013
500,6015
500,6033
500,6030
500,5937
500,5666
500,5941
500,5945
500,5948
500,5952
500,5954
500,5955
500,5956
500,5957
500,5961
500,5962
500,6078
500,5959
500,6074
500,6075
500,6076
500,6077
500,6082
500,6083
500,6084
500,6085
500,6086
500,6087
500,6088
500,6089
500,6090
500,6104
500,5521
500,6079
500,6081
500,6091
500,6092
500,6093
500,6094
500,6095
500,6096
500,6097
500,6098
500,6100
500,6102
500,6103
500,6105
500,6106
500,6234
500,342
500,343
500,349
500,354
500,356
500,36
500,71
500,72
500,218
500,346
500,348
500,350
500,353
500,357
500,358
500,359
500,362
500,365
500,367
500,368
500,369
500,370
500,373
500,497
500,498
500,499
500,501
500,504
500,506
500,508
500,509
500,510
500,511
500,512
500,513
500,528
500,529
500,503
500,505
500,507
500,514
500,516
500,517
500,518
500,519
500,520
500,521
500,524
500,526
500,527
500,530
500,531
500,1284
500,1563
500,1567
500,1568
500,1571
500,430
500,149
500,433
500,437
500,439
500,440
500,444
500,445
500,446
500,447
500,448
500,449
500,454
500,455
500,575
500,452
500,571
500,572
500,573
500,574
500,579
500,580
500,581
500,582
500,583
500,584
500,585
500,586
500,587
500,601
500,576
500,578
500,588
500,589
500,590
500,591
500,592
500,593
500,594
500,595
500,597
500,599
500,600
500,602
500,603
500,1214
500,1642
500,1641
500,1647
500,1648
500,1651
500,1659
500,680
500,826
500,966
500,981
500,1105
500,1106
500,1107
500,1112
500,1116
500,1118
500,1121
500,1136
500,1125
500,1126
500,1127
500,1132
500,1138
500,1139
500,9625
500,9718
500,9642
500,9720
500,9561
500,9568
500,9569
500,9570
500,9574
500,9582
500,9583
500,9584
500,9668
500,9673
500,9692
500,9693
500,9670
500,9672
500,9674
500,9675
500,9676
500,9677
500,9679
500,9680
500,9681
500,9682
500,9685
500,9688
500,9689
500,9690
500,9721
500,9722
500,9666
500,9671
500,9683
500,9684
500,9686
500,9687
500,9695
500,9696
500,9723
500,9784
500,9790
500,9785
500,7346
500,7334
500,7338
500,7344
500,7347
500,7348
500,7349
500,7350
500,7352
500,7356
500,7459
500,7464
500,7560
500,7563
500,7454
500,7457
500,7461
500,7462
500,7463
500,7465
500,7466
500,7467
500,7470
500,7471
500,7472
500,7473
500,7474
500,7479
500,7480
500,7561
500,7562
500,7723
500,7456
500,7468
500,7469
500,7475
500,7477
500,7481
500,7482
500,7483
500,7564
500,7692
500,7806
500,7810
500,7811
500,7817
500,7818
500,7821
500,7823
500,8037
500,7807
500,7808
500,7809
500,7838
500,7399
500,7406
500,7407
500,7408
500,7409
500,7410
500,7414
500,7420
500,7421
500,7422
500,7427
500,7505
500,7511
500,7516
500,7535
500,7536
500,7512
500,7513
500,7515
500,7517
500,7518
500,7519
500,7520
500,7522
500,7523
500,7524
500,7525
500,7528
500,7531
500,7532
500,7533
500,7565
500,7566
500,7509
500,7514
500,7526
500,7527
500,7529
500,7530
500,7534
500,7538
500,7539
500,7865
500,7870
500,7871
500,7876
500,7880
500,7896
500,7873
500,7903
500,7484
500,7701
500,7706
500,7712
500,7713
500,7718
500,7453
500,7708
500,7716
500,9559
500,9699
500,9661
500,9663
500,9664
500,9714
500,9665
500,9697
500,7358
500,7452
500,7485
500,7487
500,7492
500,7494
500,7496
500,7455
500,7458
500,7460
500,7486
500,7490
500,7499
500,7500
500,7501
500,7502
500,7476
500,7478
500,7813
500,7814
500,7843
500,7848
500,7864
500,7510
500,7537
500,7556
500,7504
500,7506
500,7507
500,7521
500,7550
500,7551
500,7552
500,7558
500,7919
500,7929

